id,family id,parent id,1st last name,2nd last name,first name,middle name,Formalized name,full name,birth_place,occupation,Birth_year,death_year,partner first name,parner 1st last name,partner 2nd last name,partner id,statement,Column1
SP01SP000288,,,Sánchez,Obadía,Pedro,,Pedro  Sánchez Obadía,Pedro Sánchez Obadía,,public officers,0,0,,,,,arrendador del alcabala del oro y plata y piedras preciosas de esta ciudad,
SP01SP000289,,,Córdoba,,Pedro,,Pedro  Córdoba ,Pedro Alfón de Córdoba,,drapers,0,0,,,,,"vecino de Sevilla en la collación de Santa Cruz,",
SP01SP000290,,,Córdoba,,Diego,,Diego  Córdoba ,Diego de Córdoba,,drapers,0,0,,,,,"hijo de Juan Alonso, jurado. vecino en Collacion de San Salvador",
SP01SP000291,,,Fernández,,Pedro,,Pedro  Fernández ,Pedro Fernandez,,armorers,0,0,,,,,vecino en collacion de Santa Maria,
SP01SP000293,,,Algeciras,,Francisco,,Francisco  Algeciras ,Francisco de Algeciras,,exchangers,0,0,,,,,cambiador en Sevilla,
SP01SP000294,,,Muñoz,Trujillo,Antón,,Antón  Muñoz Trujillo,Antón Muñoz de Trujillo,,maritime pilots,0,0,,,,,Vecino de Sevilla en Colacion de Santa Maria,
SP01SP000295,,,Díaz,Rota,Gonzalo,,Gonzalo  Díaz Rota,Gonzalo Díaz de Rota,,merchants,0,0,,,,,lends money to the spinola to do busyness in the islands of the Atlantic,
SP01SP000296,,,Córdoba,,Pedro,,Pedro  Córdoba ,Pedro de Córdoba,,merchants,0,0,,,,,participates in the payment of a debt of an unknown duke to the grimaldo and herber of Milan,
SP01SP000297,,,López,,Catalina,,Catalina  López ,Catalina López,,,0,0,Pedro,González,,,"neighbour of seville in collacion de San Andres, sells house to the cattaneo",
SP01SP000298,,,Marchena,,Diego,,Diego  Marchena ,Diego de Marchena,,exchangers,0,0,,,,,"cambiador en Sevilla, neighbour in collacion de San Alfon",
SP01SP000299,,,González,,Francisco,,Francisco  González ,Francisco González,,shoemakers,0,0,,,,,"borceguinero, neighbour of Seville collacion Santa Maria",
SP01SP000300,,,González,,Pedro,,Pedro  González ,Pedro González,,shoemakers,0,0,,,,,"borceguinero, neighbour of Seville collacion Santa Maria",
SP01SP000301,,,Mairena,,Diego,,Diego  Mairena ,Diego de Mairena,,shoemakers,0,0,,,,,"borceguinero, neighbour of Seville collacion Santa Maria",
SP01SP000302,,,López,,Francisco,,Francisco  López ,Francisco López,,shoemakers,0,0,,,,,"borceguinero, neighbour of Seville collacion Santa Maria",
SP01SP000303,,,Sánchez,Gallegos,Juan,,Juan  Sánchez Gallegos,Juan Sánchez de Gallegos,,public officers,0,0,,,,,"Licenciado, alcaide Mayor de Seville 1472 replacing Diego Cerón alcaide named by the King",
SP01SP000304,,,Cerón,,Diego,,Diego  Cerón ,Diego Cerón,,public officers,0,0,Leonor,Lubina,,,"Licenciado, alcaide Mayor de Seville 1472 named by the King",
SP01SP000305,,,Pérez,,Fernando,,Fernando  Pérez ,Fernando Pérez,,lawyers,0,0,,,,,Officer of the Archbishop of Seville,
SP01SP000306,,,Córdoba,,Diego,,Diego  Córdoba ,Diego de Córdoba,,merchants,0,0,,,,,Neighbour of Seville,
SP01SP000307,,,Caro,,Rodrigo,,Rodrigo  Caro ,Rodrigo Caro,,merchants,0,0,,,,,"Linen Seller, neighbour of Seville",
SP01SP000308,,,Carmona,,Juan,,Juan  Carmona ,Juan de Carmona,,exchangers,0,0,,,,,Neighbour of Seville,
SP01SP000309,,,Valladolid,,Juan,,Juan  Valladolid ,Juan de Valladolid,,,0,0,,,,,neighbour of Seville does cambio for Toledo to a Spinola canonigo de la iglesia,
SP01SP000310,,,Martínez,,Perceval,,Perceval  Martínez ,Perceval Martínez,,,0,0,,,,,"Neighbour of Seville, probably servant of the Duke of Medina",
SP01SP000311,,,Escobar,,Juan,,Juan  Escobar ,Juan de Escobar,,,0,0,,,,,"Neighbour of Seville, probably servant of the Duke of Medina",
SP01SP000312,,,Sevilla,,Juan,,Juan  Sevilla ,Juan de Sevilla,,public officers,0,0,,,,,"Neighbour of Seville, Accountant servant of the Duke of Medina, jurado de sevilla 1498 juan lomellini lives in his house",
SP01SP000313,,,Córdoba,,Francisco,,Francisco  Córdoba ,Francisco de Córdoba,,,0,0,,,,,"Neighbour of Seville, probably servant of the Duke of Medina",
SP01SP000314,,,Ondegardo,,Polo,,Polo  Ondegardo ,Polo Ondegardo,,exchangers,0,0,,,,,"Neighbour of Valladolid, may be related to Juan Polo de Ondegardo y Zárate, or his father Diego López de León de Ondegardo (who were part of the conquest of Peru)",
SP01SP000315,,,Manrique,,Fadrique,,Fadrique  Manrique ,don Fadrique Manrique,,,0,0,,,,,Neighbours of Seville,
SP01SP000316,,,Agular,,Alonso,,Alonso  Agular ,Alonso de Aguilar,,servants,0,0,,,,,Neighbours of Seville,
SP01SP000317,,,Gago,,Fernando,,Fernando  Gago ,Fernando de Gago,,servants,0,0,,,,,Mayordomo del obispo de Jaen,
SP01SP000318,,SP01SP000121,Córdoba,Balanza,Juan,,Juan  Córdoba Balanza,Juan de Córdoba de la Balanza,,merchants,0,0,,,,,"Merchant, maestro de la balanza de la Casa de la Moneda de esta ciudad de Sevilla soneighbour gómez de córdoba",
SP01SP000319,,,Vargas,,Juan,,Juan  Vargas ,Juan de Vargas,,weavers,0,0,,,,,"cestero neighbour of Seville, condemned to death after attempting to rob the royal arc in the Royal Chapel and killing the guard",
SP01SP000320,,,Tallado,,Juan,,Juan  Tallado ,Juan Tallado,,Guard,0,0,,,,,Guard of the Royal Chapel killed by Pedro Toso and Juan de Vargas,
SP01SP000321,,,Coronado,,Francisco,,Francisco  Coronado ,Francisco de Coronado,,,0,0,,,,,Neighbour of Seville,
SP01SP000322,,,Pocasangre,,Alemán,,Alemán  Pocasangre ,Alemán Pocasangre,,servants,0,0,Juana,Díaz,,,mayordomo de la ciudad,
SP01SP000323,,,Marmolejo,,Rodrigo,,Rodrigo  Marmolejo ,Rodrigo Marmolejo,,,0,0,Ana,Santillán,,,Neighbour of Seville,
SP01SP000324,,,González,Torrejón,Alonso,,Alonso  González Torrejón,Alonso González Torrejón,,tanners,0,0,,,,,"estante, probably leather",
SP01SP000325,,,García,,Ruy,,Ruy  García ,Ruy García,,tanners,0,0,,,,,neighbour of Seville collacioneighbour San Llorente,
SP01SP000326,,,Sevilla,,Juan,,Juan  Sevilla ,Juan de Sevilla,,merchants,0,0,,,,,neighbour of Seville collacioneighbour San Llorente,
SP01SP000327,,,Bernal,,Juana,,Juana  Bernal ,Juana Bernal,,,0,0,Juan Bautista,,,,,
SP01SP000328,,,Marchena,,Juan,,Juan  Marchena ,Juan de Marchena,,merchants,0,0,,,,,neighbour of seville collacion San Salvador,
SP01SP000329,,,Marchena,,Fernando,,Fernando  Marchena ,Fernado de Marchena,,merchants,0,0,,,,,neighbour of seville collacion San Salvador,
SP01SP000330,,,Madrid,,Juan,,Juan  Madrid ,Juan de Madrid,,public officers,0,0,,,,,"Secretary vecino de sevilla collación San Bartolomeno, soneighbour Francisco Rodríguez de Madrid",
SP01SP000331,,,,,Diego,,Diego   ,Diego Cristóbal,,public officers,0,0,,,,,officer of señor prior de San Juan,
SP01SP000332,,,Fernández,Sevilla,Juan,,Juan  Fernández Sevilla,Juan Fernández de Sevilla,,public officers,0,1504,Leonor,Fernández,,SP01SP001376,contador mayor del señor duque de Medina Sidonia,
SP01SP000333,,,,,Pedro,,Pedro   ,Pedro,,masons,0,0,,,,,lapidario Perteneciente o relativo a las piedras preciosas,
SP01SP000334,,,Palencia,,Gutierre,,Gutierre  Palencia ,Gutierre de Palencia,,shoemakers,0,0,Maria,García,,,vecino de sevilla collacion de Santa Maria,
SP01SP000335,,,Núñez,,Pedro,,Pedro  Núñez ,Pedro Núñez,,tailors,0,0,Ines,López,,,"tailor, neighbour of Seville collacion Santa Maria",
SP01SP000336,,,Vergara,,Pedro,,Pedro  Vergara ,Pedro de vergara,,servants,0,0,,,,,servant to the bishop of Mondoñedo,
SP01SP000342,,,Fernández,,Luis,,Luis  Fernández ,Luis Fernández,,shoemakers,0,0,,,,,neighbour of seville,
SP01SP000343,,,Bernal,,Antonio,,Antonio  Bernal ,Antonio Bernal,,shoemakers,0,0,,,,,neighbour of seville,
SP01SP000346,,,Montemayor,,Francisco,,Francisco  Montemayor ,Don Francisco de Montemayor,,,0,0,,,,,neighbour of seville collacion Santiago,
SP01SP000347,,,Vadillo,,Diego,,Diego  Vadillo ,Diego de Vadillo,,,0,0,,,,,"owed oil to the sopranis, which was then paid by Rivarolo",
SP01SP000348,,,Mendoza,,Juan,,Juan  Mendoza ,Juan de Mendoza,,,0,0,,,,,"owed oil to the sopranis, which was then paid by Rivarolo",
SP01SP000386,,,Guior,,Bartolomé,,Bartolomé  Guior ,Bartolomé de Guior,,,0,0,,,,,conducts business with Francisco de rivarolo,
SP01SP000391,,,Siero,,Gonzalo,,Gonzalo  Siero ,Gonzalo de Siero,,,0,0,,,,,maybe part of the order of Saint Johneighbour the Sword,
SP01SP000398,,,Paéz,,Francisco,,Francisco  Paéz ,Francisco Paes,,servants,0,0,,,,,servant and factor of Francisco de Rivarolo,
SP01SP000411,,,Fernández,,Francisco,,Francisco  Fernández ,Francisco Fernandez,,wool weaver,0,0,,,,,Salayero,
SP01SP000412,,,Sevilla,,Alonso,,Alonso  Sevilla ,Alonso de Sevilla,,dyers,0,0,,,,,"neighbour seville collacionsanta maria, nephew of francisco moreno",
SP01SP000413,,SP01SP001054,Franco,,Fernando,,Fernando  Franco ,Fernando Franco,,captains,0,0,,,,,travel with colon to america in the early years,
SP01SP000414,,,Jerez,,Juan,,Juan  Jerez ,Juan de Jerez,,captains,0,0,,,,,travel with colon to america in the early years,
SP01SP000418,,,Almonte,,Catalina,,Catalina  Almonte ,Catalina de Almonte,,soap maker,0,0,Alonso,Olivares,,,rents a soap factory from the Rivarolo,
SP01SP000438,,,Jufre,,Alonso,,Alonso  Jufre ,Alonso Jufre,,public officers,0,0,,,,,teniente del almirante del mar en Sevilla,
SP01SP000439,,,Mellado,,Cristóbal,,Cristóbal  Mellado ,Cristóbal Mellado,,,0,0,,,,,bought something from luis rivarolo,
SP01SP000443,,,Vayas,,Fernando,,Fernando  Vayas ,Fernando de Vayas,,soap maker,0,0,,,,,rents a soap factory from the Rivarolo,
SP01SP000444,,,Alonso,,Andrés,,Andrés  Alonso ,Andrés Alonso,,soap maker,0,0,,,,,rents a soap factory from the Rivarolo,
SP01SP000445,,,Sánchez,,Juan,,Juan  Sánchez ,Juan Sánchez,,tinsmiths,0,0,,,,,caldero neighbour of seville,
SP01SP000446,,,Giralte,,Luis,,Luis  Giralte ,Luis Giralte,,tinsmiths,0,0,,,,,caldero neighbour of seville,
SP01SP000447,,,Martín,Guerra,Cristóbal,,Cristóbal  Martín Guerra,Cristóbal Martín Guerra,,soap maker,0,0,,,,,rents a soap factory from the Rivarolo,
SP01SP000449,,,Fernández,,Pedro,,Pedro  Fernández ,Pedro Fernández,,clergy,0,0,,,,,trade in salt with the rivarolo and foglietta,
SP01SP000450,,,Ruiz,,Juan,,Juan  Ruiz ,Juan Ruiz,,clergy,0,0,,,,,trade in salt with the rivarolo and foglietta,
SP01SP000451,,,Gutiérrez,,FRancisco,,FRancisco  Gutiérrez ,Francisco Gutiérrez,,weavers,0,0,,,,,cordonero make fishing nets,
SP01SP000452,,,García,Córdoba,Pedro,,Pedro  García Córdoba,Pedro García,,weavers,0,0,,,,,cordonero neighbour seville collacionsanta maria,
SP01SP000458,,,Ojeda,,Alonso,,Alonso  Ojeda ,Alonso de Ojeda,81SP,public officers,0,0,,,,,"Corredor/Conquistador/ Governor- Mandatario que, como comerciante acreditado, actúa vendiendo o comprando por cuenta de uno o varios. Torrejoncillo del Rey, Cuenca 1468 (some sources state 1466) – Santo Domingo 1515) was a Spanish navigator, governor and conquistador. He travelled through Guyana, Venezuela, Trinidad, Tobago, Curaçao, Aruba and Colombia. He is famous for having named Venezuela, which he explored during his first two expeditions, for having been the first European to visit Guyana, Colombia, and Lake Maracaibo, and later for founding Santa Cruz (La Guairita)",
SP01SP000459,,,Alexandre,,Fernando,,Fernando  Alexandre ,Fernando de Alexandre,,spice merchant,0,0,,,,,"hijo de Gonzalo Alexandre, buys silk and fabrics from the Rivarolo",
SP01SP000473,,,Rodríguez,,Agua,,Agua  Rodríguez ,Agua Rodríguez,,,0,0,García,Alburquerque,,,husband is a yutero,
SP01SP000475,,,Martínez,,Francisco,,Francisco  Martínez ,Francisco Martínez,,soap maker,0,0,,,,,business with di negro,
SP01SP000476,,,Moreno,,Alonso,,Alonso  Moreno ,Alonso Moreno,,bakers,0,0,,,,,,
SP01SP000477,,,Córdoba,,Alonso,,Alonso  Córdoba ,Alonso de Córdoba,,brokers,0,0,,,,,,
SP01SP000478,,,Bernal,,Juan,,Juan  Bernal ,Juan Bernal,,silversmiths,0,0,,,,,neighbour collacioneighbour san alfon,
SP01SP000481,,,Carmona,,Bartolomé,,Bartolomé  Carmona ,Bartolomé de Carmona,,merchants,0,0,Constanza,Gómez,,,busines with pinello and domoculta,
SP01SP000501,,,Jerez,,Sancho,,Sancho  Jerez ,Sancho de Jerez,,agents,0,0,,,,,"neighbour, and factor of LM0001",
SP01SP000502,,,Puebla,,Rodrigo,,Rodrigo  Puebla ,Rodrigo de Puebla,,lawyers,0,0,,,,,tried to exchange 100£ but the rivarolo refused,
SP01SP000514,,,Sánchez,,Antón,,Antón  Sánchez ,Antón Sánchez,,merchants,0,0,Inés,Sánchez,,,,
SP01SP000515,,,Ruiz,Casaverde,Gracía,,Gracía  Ruiz Casaverde,García Ruiz Casaverde,,,0,0,Isabel,Rodríguez,,,drapers,
SP01SP000516,,,Gutiérrez,,Isabel,,Isabel  Gutiérrez ,Isabel Gutiérrez,,,0,0,Rodrigo,Fes,,,,
SP01SP000517,,,Sánchez,Red,Alfón,,Alfón  Sánchez Red,Alfón Sánchez de la Red,,,0,0,Beatriz,Sánchez,,,,
SP01SP000518,,,Jerez,,Antón,,Antón  Jerez ,Antón de Jerez,,merchants,0,0,Beatriz,Sánchez,,,,
SP01SP000521,,,Sánchez,Lobo,Alfón,,Alfón  Sánchez Lobo,Alfón Sánchez Lobo,,tailors,0,0,,,,,,
SP01SP000522,,,Yrrague,,Martín,,Martín  Yrrague ,Martín de Yrrague,,maritime pilots,0,0,,,,,,
SP01SP000526,,,Rodríguez,,Cristóbal,,Cristóbal  Rodríguez ,Cristóbal Rodríguez,,peddler,0,0,,,,,buhonero,
SP01SP000528,,,Fernández,,Manuel,,Manuel  Fernández ,Manuel Fernández,,,0,0,,,,,tanners,
SP01SP000529,,,Corchado,,Juan,,Juan  Corchado ,Juan Corchado,,,0,0,,,,,tanners,
SP01SP000530,,,Medina,,Andrés,,Andrés  Medina ,Andrés de Medina,,merchants,0,0,,,,,,
SP01SP000544,,,Alfaro,,Cristóbal,,Cristóbal  Alfaro ,Cristóbal de Alfaro,,bookmakers,0,0,,,,,neighbour of Seville collacion santa maria,
SP01SP000545,,,Orihuela,,Diego,,Diego  Orihuela ,Diego de Orihuela,,,0,0,,,,,neighbour of Seville collacion santa cruz,
SP01SP000546,,,Orihuela,,Gonzalo,,Gonzalo  Orihuela ,Gonzalo de Orihuela,,public officers,0,0,,,,,acountant of the city of seville,
SP01SP000549,,,Ribera,,bernardo,,bernardo  Ribera ,Bernardo de Ribera,,bakers,0,0,,,,,reposteros de la infanta,
SP01SP000550,,,Aguilera,,Diego,,Diego  Aguilera ,Diego de Aguilera,,bakers,0,0,,,,,reposteros de la infanta,
SP01SP000551,,,Rodríguez,hurtado,Juan,,Juan  Rodríguez hurtado,Juan Rodríguez Hurtado,,,0,0,,,,,,
SP01SP000557,,,Martínez,Pedro de Molina,Juan,,Juan  Martínez Pedro de Molina,Juan Martínez Mollerón,,public officers,0,0,,,,,alguacil de a caballo,
SP01SP000560,,,Avellaneda,,Mayor,,Mayor  Avellaneda ,doña Mayor de Avellaneda,,,0,0,pedro,ortiz,,SP01SP000860,,
SP01SP000561,,,hoyos,,Gómez,,Gómez  hoyos ,Gómez de Hoyos,,,0,0,,,,,,
SP01SP000562,,,García,,Andrés,,Andrés  García ,Andrés García,,merchants,0,0,,,,,,
SP01SP000563,,,Parada,,Pedro,,Pedro  Parada ,Pedro de Parada,,,0,0,,,,,,
SP01SP000564,,,Palencia,,Tomás,,Tomás  Palencia ,Tomás de Palencia,28SP,merchants,0,0,,,,,Estante in castile,
SP01SP000565,,,Fernández,,Diego,,Diego  Fernández ,Diego Fernández,,,0,0,,,,,correro,
SP01SP000567,,,Martel,,Inés,,Inés  Martel ,Inés Martel,,,0,0,,,,,,
SP01SP000575,,SP01SP000139,Alcázar,,Francisco,,Francisco  Alcázar ,Francisco de Alcázar,,,0,0,,,,,24 de Sevilla,
SP01SP000584,,,Villalón,,Andrés,,Andrés  Villalón ,Andres de Villalón,,lawyers,0,0,,,,,officer Consejo y registrador,
SP01SP000595,,,Fernández,Alcoba,Juan,,Juan  Fernández Alcoba,Juan Fernández de Alcoba,,,0,0,,,,,had to pay the flete of some orchilla in santa maria,
SP01SP000602,,,Valladares,,Álvaro,,Álvaro  Valladares ,Álvaro de Valladares,,merchants,0,0,,,,,seems to be a slave trader,
SP01SP000609,,,Pineda,,Francisco,,Francisco  Pineda ,Francisco de Pineda,,,0,0,,,,,neighbour collacion san pedro,
SP01SP000610,,,Escalante,,Juan,,Juan  Escalante ,Juan Escalante,,exchangers,0,0,,,,,public exchanger,
SP01SP000611,,,Herrera,,Jerónimo,,Jerónimo  Herrera ,Jerónimo de Herrera,,merchants,0,0,,,,,merchants,
SP01SP000612,,,García,,Domingo,,Domingo  García ,Domingo García,,shoemakers,0,0,,,,,neighbour of Seville,
SP01SP000613,,,Rodríguez,,Fernando,,Fernando  Rodríguez ,Fernando Rodríguez,,weavers,0,0,,,,,"maker of rigging for boats, collacion santa maria",
SP01SP000614,,,Rodríguez,,Antonio,,Antonio  Rodríguez ,Antonio Rodríguez,,weavers,0,0,,,,,"maker of rigging for boats, collacion santa maria",
SP01SP000615,,,Guerra,,Isabel,,Isabel  Guerra ,Isabel Guerra,,,0,0,,Serrano,,,wife of serrano jurado of seville,
SP01SP000616,,,Ocaña,,Fernando,,Fernando  Ocaña ,Fernando de Ocaña,,bookmakers,0,0,,,,,,
SP01SP000617,,,Ribero,,nn,,nn  Ribero ,Ribero,,,0,0,Catalina,Carmona,,,,
SP01SP000618,,,Rodríguez,,Francisco,,Francisco  Rodríguez ,Francisco Rodríguez,,silversmiths,0,0,Leonor,Rodríguez,,,platero collacion san bartolome,
SP01SP000619,,,nn,,Lope,,Lope  nn ,lope de,,,0,0,,,,,,
SP01SP000620,,,Fernández,alcayde,Gonzalo,,Gonzalo  Fernández alcayde,Gonzalo Fernández,,spice merchant,0,0,,,,,"alcaide, neighbour collacion san salvado",
SP01SP000655,,,González,,Pedro,,Pedro  González ,Pedro González,,,0,0,Mayor,Rodríguez,,,bancalero persona que hace el Tapete o cubierta que se pone sobre el banco para adorno o para cubrir su madera,
SP01SP000656,,,Sevilla,,Alfón,,Alfón  Sevilla ,Alfón de Sevilla,,merchants,0,0,Beatriz,Fernández,,,,
SP01SP000658,,,Sepúlveda,,Francisco,,Francisco  Sepúlveda ,Francisco de Sepúlveda,,,0,0,Beatriz,álvarez,,,"neighbour of Seville collacion santa maria, buys genoevese thread",
SP01SP000659,,,García,,Luis,,Luis  García ,Luis García,,merchants,0,0,,,,,,
SP01SP000660,,,Sánchez,,Diego,,Diego  Sánchez ,Diego Sánchez,,bookmakers,0,0,Juana,Díaz,,SP01SP000661,bookmakers,
SP01SP000661,,,Díaz,,Juana,,Juana  Díaz ,Juana Díaz,,,0,0,,,,,,
SP01SP000662,,,Sevilla,,Pedro,,Pedro  Sevilla ,Pedro de Sevilla,,jewelers,0,0,Beatriz,Franco,,,,
SP01SP000663,,,Ruiz,,Pedro,,Pedro  Ruiz ,Pedro Ruiz,,,0,0,,,,,montero neighbour collacion san alfon,
SP01SP000664,,,Prado,,Cristóbal,,Cristóbal  Prado ,Cristóbal de Prado,,blacksmiths,0,0,,,,,blacksmiths,
SP01SP000665,,,Sánchez,Bueno,Diego,,Diego  Sánchez Bueno,Diego Sánchez Bueno,,spice merchant,0,0,,,,,neighbour collacioneighbour san alfon,
SP01SP000666,,,Rodríguez,,Francisco,,Francisco  Rodríguez ,Francisco Rodríguez,,apothecaries,0,0,,,,,soneighbour Fernando Rodriguez neighbour collacion san bartolome,
SP01SP000667,,,Córdoba,Barchilón,Juan,,Juan  Córdoba Barchilón,Juan de Córdoba Barchilón,,,0,0,,,,,,
SP01SP000668,,,Palacios,,Alfón,,Alfón  Palacios ,Alfón de Palacios,28SP,merchants,0,0,,,,,burgales trades in wax with the grimaldo,
SP01SP000669,,,García,,Fernando,,Fernando  García ,Fernando García,,leatherworkers,0,0,,,,,agujetero neighbour collacion san bartolome,
SP01SP000670,,,González,Moreu,Diego,,Diego  González Moreu,Diego González de Moreu,,shoemakers,0,0,Inés,García,,,neighbour collacioneighbour san alfon,
SP01SP000671,,,Chaves,,Pedro,,Pedro  Chaves ,Pedro de Chaves,,tinsmiths,0,0,,,,,neighbour of triana,
SP01SP000672,,,Ximénez,,Alfón,,Alfón  Ximénez ,Alfón Ximénez,,tinsmiths,0,0,,,,,neighbour of triana,
SP01SP000673,,,Córdoba,,Pedro,,Pedro  Córdoba ,Pedro de Cordoba,,tinsmiths,0,0,,,,,neighbour of triana,
SP01SP000675,,,López,,Andrés,,Andrés  López ,Andrés López,,weavers,0,0,Mari,Fernández,,,"neighbour collacion san bartolome, weaver",
SP01SP000676,,,Jerez,,Juan,,Juan  Jerez ,Juan de Jerez,,weavers,0,0,Beatriz,López,,,"neighbour collacion san bartolome, weaver",
SP01SP000677,,,Herrera,Maluenda,Jerónimo,,Jerónimo  Herrera Maluenda,Jeronimo Herrera Maluenda,,,0,0,,,,,,
SP01SP000678,,,Morales,,Cristóbal,,Cristóbal  Morales ,Cristóbal de Morales,,weaver of velvet,0,0,,,,,neighbour collacioneighbour santa maria,
SP01SP000697,,,Matheos,,Antón,,Antón  Matheos ,Antón Matheos,,apothecaries,0,0,,,,,"boticario, neigh",
SP01SP000698,,,Ortiz,Guzmán,Diego,,Diego  Ortiz Guzmán,Diego Ortiz de Guzmán,,public officers,0,0,,,,,jurado de collación San Andrés,
SP01SP000699,,,Díaz,,Ruy,,Ruy  Díaz ,Ruy Díaz,,swordsmiths,0,0,,,,,swordsmiths,
SP01SP000700,,,González,,Juan,,Juan  González ,Juan González,,silk weaver,0,0,,,,,"neighbour, C. Santa María la Blanca",
SP01SP000701,,,Bosque,,Gabriel,,Gabriel  Bosque ,Gabriel Bosque,,glassmakers,0,0,Antonia,Sanchéz,,,Espejero neighbour c. santa maria,
SP01SP000702,,,Barrasa,,Andrés,,Andrés  Barrasa ,Andres de Barrasa,,,0,0,,,,,arrendador de las rentas de paño,
SP01SP000703,,,Alanís,,Alfón,,Alfón  Alanís ,Alfón de Alanís,,,0,0,Isabel,Alaníns,,,neighbour c. Santa Catalina,
SP01SP000704,,,Mejía,,Diego,,Diego  Mejía ,Diego Mexía,,public officers,0,0,,,,,jurado y contador en esta dicha ciudad,
SP01SP000705,,,Díaz,Ferón,Lorenzo,,Lorenzo  Díaz Ferón,Lorenzo Díaz de Ferón,,,0,0,,,,,neighbour c. santa maria,
SP01SP000706,,,Alfón,,Rodrigo,,Rodrigo  Alfón ,Rodrigo de Alfón,,jewler,0,0,,,,,N. C. Santa Catalina,
SP01SP000707,,,Rodríguez,Chocero,Juan,,Juan  Rodríguez Chocero,Juan Rodríguez Chocero,,maritime pilots,0,0,,,,,Maestre nao Santa María de la Rábida,
SP01SP000708,,,Alarcón,,Pedro,,Pedro  Alarcón ,Pedro de Alarcón,,,0,0,,,,,neighbour of santiago de los caballeros,
SP01SP000710,,,Palencia,,Sancho,,Sancho  Palencia ,Sancho de Palencia,,,0,0,,,,,neighbour of seville,
SP01SP000711,,,Navarro,,Alonso,,Alonso  Navarro ,Alonso Navarro,,public officers,0,0,,,,,neighbour of seville,
SP01SP000712,,,Rodríguez,,Alvar,,Alvar  Rodríguez ,Alvar Rodríguez,,drapers,0,0,,,,,trapero neighbour of c. santa maria,
SP01SP000713,,,Álvarez,,Fernando,,Fernando  Álvarez ,Fernando Alvarez,,lawyers,0,0,,,,,bachiller neighbour from lepe de la diocesis de silves,
SP01SP000714,,,Gómez,,Juan,,Juan  Gómez ,Juan Gómez,,,0,0,,,,,neighbour collacioneighbour santa cruz,
SP01SP000715,,,Ximón,,Diego,,Diego  Ximón ,Diego Alonso Ximon,,,0,0,,,,,,
SP01SP000770,,,Córdoba,,Juan,,Juan  Córdoba ,Juan de Córdoba,,silversmiths,0,0,,,,,,
SP01SP000771,,,Caballero,,Diego,,Diego  Caballero ,Diego Caballero,,,0,0,,,,,"n castuera badajoz, has power to collect moeny in the indies for italiano",
SP01SP000772,,,Rios,,Gonzalo,,Gonzalo  Rios ,Gonzalo de los Rios,,maritime pilots,0,0,,,,,takes and sells merchandise for gentile in the indies,
SP01SP000773,,,Burgos,,Ximón,,Ximón  Burgos ,Ximón de Burgos,28SP,merchants,0,0,,,,,merchants,
SP01SP000774,,,Gelves,,Francisco,,Francisco  Gelves ,Francisco de Gelves,,,0,0,,,,,,
SP01SP000783,,,Díaz,Vargas,Juan,,Juan  Díaz Vargas,Juan díaz de vargas,,,0,0,,,,,neighbour in collacion santa maria,
SP01SP000784,,,Ronda,,Antón,,Antón  Ronda ,Antón de Ronda,,armorers,0,0,,,,,"jubetero neighbour in calle genova, if he is form ronda in malaga in 1498 he may be a morisco",
SP01SP000785,,,Moguel,,Luis,,Luis  Moguel ,Luis de Moguel,,tanners,0,0,,,,,collacion san alfon,
SP01SP000786,,,Guarque,,Juan,,Juan  Guarque ,Juan Guarque,,,0,0,,,,,,
SP01SP000787,,,Bolestar,,Jorge,,Jorge  Bolestar ,Jorge Bolestar,,,0,0,,,,,,
SP01SP000788,,,Suárez,,Gonzalo,,Gonzalo  Suárez ,Gonzalo Suárez,,merchants,0,0,,,,,,
SP01SP000790,,,Jerez,,Fernando,,Fernando  Jerez ,Fernando de Jerez,,merchants,0,0,,,,,seems to make comenda contract with cristian salvago,
SP01SP000791,,,Muñoz,,Gil,,Gil  Muñoz ,Gil Muñoz,,butchers,0,0,,,,,,
SP01SP000792,,,Cabezas,,Juan,,Juan  Cabezas ,Juan de las Cabezas,,weavers,0,0,,,,,maestro de asentar hilo de oro,
SP01SP000793,,,Quesada,,Tristán,,Tristán  Quesada ,Tristán de Quesada,,,0,0,,,,,maestro refrundidor del rey y la reina,
SP01SP000794,,,Benítez,,Juan,,Juan  Benítez ,Juan Benítez,,servants,0,0,,,,,former mayordomo of gonzalo de sahavedra comendador de sevilla,
SP01SP000795,,,Mosquera,,Juan,,Juan  Mosquera ,Juan Mosquera,,scribes,0,0,,,,,escribano mayor de la justicia,
SP01SP000796,,,Ome,,Juan,,Juan  Ome ,Juan Ome,,public officers,0,0,,,,,alcaide  de los alcazares y atarazanas,
SP01SP000797,,,Nájera,,Martin,,Martin  Nájera ,Martin Nájera,,,0,0,,,,,arrendador de la renta de alcabala,
SP01SP000798,,,Porras,,Amaro,,Amaro  Porras ,Amaro Porras,,,0,0,Ana,Díaz,,,,
SP01SP000799,,,Martíez,,Bernaldo,,Bernaldo  Martíez ,bernaldo martínez,,soldiers,0,0,,,,,death by 1497 Lombardero del rey,
SP01SP000800,,,Rodríguez,,Juan,,Juan  Rodríguez ,Juan Rodríguez,,merchants,0,0,,,,,neighbour of seville,
