old_id,resource_id,tileid,nodegroup,Unnamed: 4
,,,dhim_1_dhif_2_has_parent  (n),
23220,861ed6af-8c57-4d74-af3a-676cbfeeb5b5,,,[{'resourceId': 'a6bee7ce-4137-4e8f-be33-08c28ccf45ec'}]
23220,861ed6af-8c57-4d74-af3a-676cbfeeb5b5,,,[{'resourceId': 'a39ee110-1e7e-4742-82b9-a001d01359e7'}]
23221,e003adcc-f5af-4239-8855-4b0d39bd2b62,,,[{'resourceId': 'deaba9fa-fe5f-4bea-b2e6-f0282592fe9a'}]
23222,190fa4c8-7888-407a-9e15-babcb2cfc7e3,,,[{'resourceId': 'a62b58b6-ba88-4103-bed6-1977013f16f6'}]
23222,190fa4c8-7888-407a-9e15-babcb2cfc7e3,,,[{'resourceId': '668e325d-7519-4e9d-a552-a2c40aadddc4'}]
23223,c87f225b-d04f-4be5-a8b9-337d6f2527cc,,,
23224,eeefa5b5-a109-4460-b132-4591a84b5ae7,,,
23225,58918e5d-a2c7-46a9-beca-816d5d91271d,,,
23226,320ace07-473b-4af8-8cdd-ddc7ca402fd6,,,
23227,ad413437-b6bf-49c4-b5d4-b5c1060142be,,,
23228,9ca23542-7f45-47a9-af71-835d3864af34,,,[{'resourceId': 'ad413437-b6bf-49c4-b5d4-b5c1060142be'}]
23229,edae368c-1adb-4a4b-8e0b-ad757ff1abc1,,,
23230,e07ebc41-2776-488a-8d6e-166faac67d24,,,
23232,06763273-6e19-4660-90fb-2cb99f877bca,,,
23233,c46a8940-cb00-4bc2-a248-011263b16e33,,,
23234,95d3708f-13d4-40b9-93e8-263766e5eec2,,,[{'resourceId': 'c46a8940-cb00-4bc2-a248-011263b16e33'}]
23235,d52f8330-4a70-4c0f-a0b0-a0f58c3598ac,,,[{'resourceId': '8778cea4-af65-468c-ba43-2fec70ef9273'}]
23236,75cd7e68-7bfb-4f1f-9c5b-ad4f3a8cc5fb,,,[{'resourceId': '4533eef1-68a5-4f90-8d9c-a478793341df'}]
23237,9cfa22d9-2ef0-4890-b984-17c336f96a1e,,,[{'resourceId': 'a2178c62-7f31-46ed-bf2e-e55cfa9b1aa8'}]
23238,a2178c62-7f31-46ed-bf2e-e55cfa9b1aa8,,,
23239,5c83ac92-f5d2-4e0c-afe2-318ce41aebc3,,,
23240,40bd6fa7-6409-4b2c-b040-157448492194,,,[{'resourceId': '247ea988-224c-4c75-add6-a4308199e294'}]
23241,2463926e-01d9-41f5-9aa2-87f0f1b4ee55,,,[{'resourceId': '1a71b753-99d7-4b33-aba6-5afda58ab35e'}]
23242,6cae7248-fee1-421a-baba-4a0bfd2526f6,,,[{'resourceId': '27091866-6d3e-4ba1-9f69-f3d4a1c9a3a5'}]
23242,6cae7248-fee1-421a-baba-4a0bfd2526f6,,,[{'resourceId': 'd378a410-a097-4aec-aca1-bf91a666aa83'}]
23243,3c350e78-65b8-4ccf-9f14-3a04ae4a58a3,,,[{'resourceId': '40bd6fa7-6409-4b2c-b040-157448492194'}]
23244,3fc93356-33ed-46af-961a-1d9fb5bde070,,,[{'resourceId': 'c3b29b0a-3a20-45c7-9299-ff0c3f384361'}]
23245,1a71b753-99d7-4b33-aba6-5afda58ab35e,,,[{'resourceId': 'd4f8dd5f-c7e6-4682-bcb2-935790f7282b'}]
23246,27091866-6d3e-4ba1-9f69-f3d4a1c9a3a5,,,[{'resourceId': 'ff2abd20-e078-4c31-a1f8-0397425214cc'}]
23247,ea3a68e6-9e4c-4203-914a-ec52e89d9cb1,,,
23248,940b2846-1f2b-4afa-9e4c-f542dafe6505,,,
23249,225f35b9-76f6-43ad-af23-80ae3ef0b701,,,
23250,d6d5d3d0-1846-4251-9a26-9acb6a497135,,,[{'resourceId': '78e8eb9b-830f-4e79-a34a-6dcaaf732b57'}]
23250,d6d5d3d0-1846-4251-9a26-9acb6a497135,,,[{'resourceId': '00f58443-7d4d-42a4-8028-087af08771d7'}]
23251,c2b1a61d-a63a-4a21-ab5e-42d5bfb73a64,,,
23252,8019c711-b480-4f6f-92db-300acc35fa89,,,[{'resourceId': 'ea3a68e6-9e4c-4203-914a-ec52e89d9cb1'}]
