o:id,name,family,source-name(s),patrilineage,o:loconym,edoa,ldoa,o:gender,o:occuptn,o:nationality,o:spouse,o:parent,o:children,identifier,url,note
23612,Emanuele Granello,Granello,Manuel Granellus | Manuel notario... quondam Urbani,Emanuele Granello q. Urbano,,1425,1489,44817,26036,,,41947,,f83c8891-0237-46e6-bbc6-d28976148705,http://www.genoesemerchantnetworks.com/s/main/item/23612,"ASCGe, Manoscritti 55, fol. 155: ""Manuel notario, sindico a Firenze 1444… in archivio di Palazzo, Gibellino 1450… di Corsica 1457… medio Gibellino 1461… mandato a Portovenere assaldo 300, fasti 1480… era quondam Urbani come in sua cartina apresso li Monaci di San Stefano."""
31138,Emanuele Grillo,Grillo,,,,,,44817,,,,,31137,81450290-726d-4b9d-9a4a-47052e7bfab1,http://www.genoesemerchantnetworks.com/s/main/item/31138,
23666,Emanuele Grimaldi,Grimaldi,Emanuele Grimaldi Cebà,,,,,44817,,,,,23698,291ab2fb-ec48-4813-b784-8a90bb0de630,http://www.genoesemerchantnetworks.com/s/main/item/23666,
23667,Emanuele Grimaldi,Grimaldi,Emanuele Grimaldi Oliva | de Grimaldis olim de Oliva... Manuelis,Emanuele Grimaldi q. Giovanni de Oliva,,1415,1448,44817,,,,25405,23656 | 23682 | 43435,8cf05e60-167f-45ff-9501-fd0380e7a424,http://www.genoesemerchantnetworks.com/s/main/item/23667,"ASCGe, Manoscritti 56, fol. 111: ""Emanuelle compra un dritto 1435… anziano, nobile 1440… consigliero in San Giorgio 1440… nobile in lista 1441… officiale di Moneta 1442, 43… provistor 1443… officiale de Banchi 1444… consigliero Guelfo 1444… elettor d’anziani 1445… di Balia 1445… nominato 1445… arbitro fra nobili e popolari 1445… provisor 1446… consigliero 1446… protettor del Capitolo 1447 e 1448… entro in li Grimaldi 1448… nominato in Iohannes de Luco 1448… anziano 1446 in archivio di cui vedi il resto in Grimaldi."""
27227,Emanuele Imperiale,Imperiale,Manuele Imperiale | civis genovese Manuele Imperiale,,,1402,1427,44817,,31356,,,,8eb5cdc7-b6e0-467f-a13a-8cb04cfdb060,http://www.genoesemerchantnetworks.com/s/main/item/27227,
24290,Emanuele Lomellini,Lomellini,,Emanuele Lomellini q. Giacomo q. Simone,,1313,1368,44817,,,23629,24428,24442 | 25097,14cd24d2-143e-4eb5-89c7-ba189e9b2091,http://www.genoesemerchantnetworks.com/s/main/item/24290,
24291,Emanuele Lomellini,Lomellini,Manuele Lomellino quondam Nicolò,Emanuele Lomellini q. Niccolò q. Babilano,,1379,1450,44817,,,25336,24877 | 25886,24656 | 25129 | 24126 | 24156,1925ca9f-7714-46f3-b779-5ce1768d7e63,http://www.genoesemerchantnetworks.com/s/main/item/24291,
24292,Emanuele Lomellini,Lomellini,,Emanuele Lomellini q. Vincenzo q. Bartolomeo,,1342,1376,44817,,,23152,25205 | 23025,25092 | 24433,79d124aa-489f-4a8c-b3ea-84a02cd3ddc9,http://www.genoesemerchantnetworks.com/s/main/item/24292,
24293,Emanuele Lomellini,Lomellini,The sources indicate that Emanuele died without any children.,Emanuele Lomellini q. Vincenzo q. Giorgio,,1444,1461,44817,,,,25204 | 23610,,85b71246-ba08-4a7b-97a4-b3b83b20773c,http://www.genoesemerchantnetworks.com/s/main/item/24293,"See Battilana, Lomellini, plate 6."
24294,Emanuele Lomellini,Lomellini,,Emanuele Lomellini q. Napoletano q. Vincenzo,,1467,1525,44817,,,,24864,25077,e2b19061-098e-4cfb-851c-d906d9580d19,http://www.genoesemerchantnetworks.com/s/main/item/24294,
26288,Emanuele Rebuffo,Rebuffo,quondam Manuelis,,,,1365,44817,,,26321,,26287 | 26292,4ece1a68-692f-4875-a190-1d6ddd12f894,http://www.genoesemerchantnetworks.com/s/main/item/26288,"ASCGe, Manoscritti 56, fol. 245: ""Emanuelle soccero di Giovanni Serra 1365."""
30270,Emanuele Sbarroia,Sbarroia,Manuelis... Sbarroia quondam Damiani | Manueli Sbaroie speciario quondam Damiani | Sbarroia... Emanuelle speziario | Manuel Sbariota speciarius civis Ianue quondam Damiani,Emanuele Sbarroia q. Damiano,,1438,1471,44817,27565,31356,,40857,,ef78226d-63bc-4b79-9fd6-38def09138bc,http://www.genoesemerchantnetworks.com/s/main/item/30270,"ASCGe, Manoscritti 26, fol. 977: ""1462 In chiesa di Santa Maria della Cella supulchra Iacobi, Manuelis, et Petri Antonii Sbarroia quondam Damiani."" | ASCGe, Manoscritti 55, fol. 24: ""Emanuelle speziario, consigliero 1464… nominato in Giovanni de Luco 1471."""
42290,Emanuele Scarella,Scarella,Scarella... Emanuelis,,,,,44817,,,,,42288,dfb758bf-e360-47ed-bd27-6e6482c2f3c7,http://www.genoesemerchantnetworks.com/s/main/item/42290,
25657,Emanuele Spinola,Spinola,,Emanuele Spinola q. Accellino,,1488,1522,44817,,,24738,29918 | 27579,,550a5c98-ad2b-4b7e-85cc-d4b8f47f32f9,http://www.genoesemerchantnetworks.com/s/main/item/25657,
25658,Emanuele Spinola,Spinola,,Emanuele Spinola q. Roberto q. Tommaso,,,,44817,,,,,25680 | 41769,07633875-e714-4ad8-a4bd-db83966b4677,http://www.genoesemerchantnetworks.com/s/main/item/25658,"See Battilana, famiglia Spinola, plate 4."
25659,Emanuele Spinola,Spinola,,,,,,44817,,,,,25632,a23a8734-6c0f-4d6c-b26e-b22ade516aed,http://www.genoesemerchantnetworks.com/s/main/item/25659,
30673,Emanuele Usodimare,Usodimare,Manuele Usodimare | Emanuele Usodimare... quondam Laurentiis,Emanuele Usodimare q. Lorenzo,,1399,1451,44817,,31356,40452,,,2b4bd1ee-b428-43cc-baa3-448b9adbd252,http://www.genoesemerchantnetworks.com/s/main/item/30673,"ASGe, Manoscritti 54, fol. 211v: ""Emanuele 1414… anziano 1424… sicurtà 1426… consigliero, officiale di Corsica 1427… e de Banditi 1428… anziano 1430… officiale di Vittovaglie, e de Lucca 1430… consigliero 1433… vicario di Chiavari 1435… partitor 1441… consigliero 1446… nominato 1450… in quinterno K, consigliero 1451… quondam Laurentiis, della providenza 1469… sua figlia Peretta nominato in cartulario di Meliaducis Salvaghi e compagni 1449."""
25841,Emanuele Vento,Vento,Emmanuel Vento di Giorgio,Emanuele Vento q. Giorgio,,1321,1346,44817,,,24782,25842,,0104eb37-948d-4015-8581-bee428e696ea,http://www.genoesemerchantnetworks.com/s/main/item/25841,"ASCGe, Manoscritti 51, fol. 147: ""Emmanuel Vento di Giorgio Signore di Mentone, che lo vende a Carlo Grimaldo per 16 fiorini nel 1346."""
40577,Emanuele Vivaldi,Vivaldi,,Emanuele Vivaldi q. Goffredo q. Matteo,,1398,1442,44817,,,,25865,40576,0ced6752-0a00-4e44-b0ff-07007cacf31c,http://www.genoesemerchantnetworks.com/s/main/item/40577,
25887,Emanuele Zaccaria,Zaccaria,Emmanuele Zaccaria,,,,,44817,,,,31324,25886 | 31323,9e20924b-7c8b-4252-ac52-2d7302ae1095,http://www.genoesemerchantnetworks.com/s/main/item/25887,
44211,Emanule Baiemo,Baiemo,Manuel Baihimus civis Ianue,,,1335,1360,44817,,31356,,,,b0c25073-ef12-464f-9815-3a5547da5a83,http://www.genoesemerchantnetworks.com/s/main/item/44211,
24295,Emilia Lomellini,Lomellini,,Emilia Lomellini q. Paolo Vincenzo q. Goffredo,,1552,1592,44818,,,24862,24964 | 25633,,f1c9abd9-5793-40b5-b556-6c4c82027704,http://www.genoesemerchantnetworks.com/s/main/item/24295,
23143,Enrico Camilla,Camilla,Enrico... quondam Domenico,,,1438,1497,44817,,31356,,41892,23139 | 23142 | 23148,5e29aa7a-66be-4a9a-a6e1-01a0037e165f,http://www.genoesemerchantnetworks.com/s/main/item/23143,"ASCGe, Manoscritti 55, fol. 75: ""Enrico consigliero 1463 e 76… censor 1477… Partitor 1482… sindicatore 1485… elettor, officiale di Moneta 1486… Anziano 1487… Officiale del Sale 1487… officiale di San Giorgio, dispensa grani 1489… Anziano 1490, 92, e 94… Ristorator d’una strada sino a Quarto 1494… riscatta 1495… officiale di Vittovaglie, di Straordinario, e di Banchi 1496… quondam Dominici, sicurtà 1497… in atti di Lorenzo Costa 1477… cioè in suo fogliazzo nominato per quondam Domenico ***, suo testatmento 1497… in atti di Iohannes Costa suo schiavo Francesco, decreto Valentino Rabaiirolo di cui fu moglie Cattarina come in cartularia di San Steffano 1492… in atti di Andrea de Caiiro appresso detti Monaci."""
41891,Enrico Camilla,Camilla,Enrico quondam Raphaelis | de Camila... Enrici,Enrico Camilla q. Raffaele,,1354,1409,44817,,,,,31392,246586ca-fb4e-43f0-ab0c-7a243735ffae,http://www.genoesemerchantnetworks.com/s/main/item/41891,"ASCGe, Manoscritti 55, fol. 72: ""Enrico officiale di Vittovaglie 1375… Anziano, et officiale di Gazaria 1379… officiale di Moneta, et ellettor 1380… Riformatore de Capituli 1380… quondam Raphaelis, Consigliero 1380… in compera 1382, 84… revisore 1385… Consigliero 1391… Officiale del Sale 1392… in compera 1394… Anziano nobile 1395… Provisor 1395… suo mutuo de Fiorini 1398… et auditore delli Carretti 1398… ut supra li Visconti 1399… compera 1400… consigliero 1404 e 1406… Prottetore del Capitolo 1409… esecutore del testamento di Giuseppe Zaffetto per li Ospitale di Famagosta et in perpetuo 1381."""
37382,Enrico de Franchi,de Franchi,Henrico de Franchis Tonso Christofori civ[e] Ianue | Enrico Tonso | Enrico Toso | Henrico de Franchis Tonso quondam Christofori... civ[e] Ianue,Enrico de Franchi q. Cristoforo,,1434,1497,44817,,31356,40605,31518,,dc0a0846-a06c-498a-b2d6-03da2881890e,http://www.genoesemerchantnetworks.com/s/main/item/37382,
25221,Enrico de Luciano,de Luciano,Enrico Luciani,,,,,44817,,,23075,,,5880c17d-8bca-4c8b-b703-dd695328c71e,http://www.genoesemerchantnetworks.com/s/main/item/25221,
26871,Enrico de Podio,de Podio,Enricus de Podio civis Ianue quondam Thome | Enricus de Podio civis Ianue quondam Tome | Enrico de Podiis | Enrico… quondam Thome de Rivarolo,Enrico de Podio q. Tommaso,,1431,1456,44817,,31356,,38559,,8af5a1bb-fc23-4318-812b-a7a50a6bef65,http://www.genoesemerchantnetworks.com/s/main/item/26871,"ASCGe, Manoscritti 56, fol. 158: ""Enrico supplica per l’abitazione 1446… quondam Thome de Rivarolo 1457… suo figlio Tomaso."""
44037,Enrico Lecavello,Lecavello,Enrico [Lecavello]... quondam Domenici,Enrico Lecavello q. Domenico,,1366,1415,44817,,31356,,,44038,8ab0bd06-10a2-4cd6-8a64-985e8af21438,http://www.genoesemerchantnetworks.com/s/main/item/44037,
25360,Enrico Negro de Burgo,Negro de Burgo,,,de Burgo,,,44817,,,25233,,,542f9317-4358-4e6d-9853-e57d3532c7e8,http://www.genoesemerchantnetworks.com/s/main/item/25360,
39267,Enrico Pinelli,Pinelli,nobil[is] Enricus... Pinelli... civ[is] Ianue quondam Galeoti | nobilis Enricus Pinelus civis Ianue quondam Galeoti,Enrico Pinelli q. Galeotto,,1443,1480,44817,,31356,,39890 | 44038,,917eb84f-43e9-4719-b067-8c54181cb091,http://www.genoesemerchantnetworks.com/s/main/item/39267,"ASCGe, Manoscritti 54, fol. 171v: ""Enrico in cartulario d’Accelino Salvago 1472."" | ASCGe, Manoscritti 54, fol. 172r: ""Enrico officiale di Camera 1474… Gibellino 1477… consigliero 1483… arbitro de Populari 1484… anziano 1491… sindicatore 1493."""
25789,Enrico Squarciafico,Squarciafico,,,,1377,1436,44817,,,,,25790,0f7e3787-d6f3-4984-b869-49005c5a2632,http://www.genoesemerchantnetworks.com/s/main/item/25789,"ASCGe, Manoscritti 56, fol. 305: ""Enrico anziano 1402… consiliero 1406… elletor 1409… anziano 1410… elletor 1415, 16… officiale di moneta 1417… elettor in San Giorgio 1419… emendatore di Cabelle 1423… officiale di Spese 1424… anziano 1425… officiale di provigione 1427… e di moneta 1428… e di Balia, elletor in San Giorgio 1429… anziano, consiliero 1431, 33… elletor 1436."""
38653,Enrico Squarciafico,Squarciafico,Henrici Squarsafici civis Ianue | Henrico Squarsafico quondam Francesci civi... Ianue,,,1431,1500,44817,,31356,,25790,,782653ed-4213-4ffb-b20f-6fffb17fb181,http://www.genoesemerchantnetworks.com/s/main/item/38653,"ASCGe, Manoscritti 56, fol. 308: ""Enrico consiliero 1458… medio Gibellino 1460… officiale di San Pier d’Arena 1463… consiliero 1464… elettor 1464… nel giuramento 1488… sicurtà 1500."""
41432,Enrico Stella,Stella,egregii domini Enrici Stelle utriusque iuris doctoris | Enrico dottore | egregii domini Henrici Stelle iuris utriusque doctoris,Enrico Stella q. Giovanni,,1427,1464-06-05,44817,27531,,,30527,,b7b1793e-a7e3-4614-a3fd-ce7252acf628,http://www.genoesemerchantnetworks.com/s/main/item/41432,"ASCGe, Manoscritti 56, fol. 280: ""Enrico dottore e sua moglie Maria figlia di Battista Calvo 1453… arbitro 1453."""
35125,Erestina,,,,,1354,1379,44818,,26258,,,,f4b720ac-28d3-438c-a609-8d2ced9ddaf8,http://www.genoesemerchantnetworks.com/s/main/item/35125,
44202,Erminio de Ortis,de Ortis,de Ortis... Erminei | de Ortis... Erminii,,,,,44817,,,,,44195,a0c3cf9f-3158-40e2-9f5c-eb062b741aeb,http://www.genoesemerchantnetworks.com/s/main/item/44202,
23470,Ettore Fieschi,Fieschi,de Flisco... Hectoris | de Flisco... domini Hictoris,Ettore Fieschi q. Niccolò,,,1384,44817,,,,23494 | 24814,23478 | 38765,e099f669-c75d-457e-bda7-13ab2309b2ad,http://www.genoesemerchantnetworks.com/s/main/item/23470,"See Battilana, Famiglia Fieschi, plate 16."
23471,Ettore Fieschi,Fieschi,,Ettore Fieschi q. Francesco,,1316,1354,44817,,,25162,23475,23494,e7030ec9-9a54-4717-9eec-4ab523d71718,http://www.genoesemerchantnetworks.com/s/main/item/23471,
23472,Ettore Fieschi,Fieschi,,,,,,44817,,,,,23483,6c4d3875-4ad6-40c4-8141-b5be9b4d2a10,http://www.genoesemerchantnetworks.com/s/main/item/23472,
24296,Ettore Lomellini,Lomellini,Ettor Lomellino,Ettore Lomellini q. Babilano q. Baliano,,1370,1398,44817,,,25095,24002 | 23038,24934 | 24176 | 24311 | 24921,faad4b42-bdb2-4b04-a090-8399b7839b2c,http://www.genoesemerchantnetworks.com/s/main/item/24296,
24297,Ettore Lomellini,Lomellini,,Ettore Lomellini q. Francesco q. Triadano,,,1484,44817,,,,24336 | 23253,,bf978814-d911-4227-a554-0de7210bbcfb,http://www.genoesemerchantnetworks.com/s/main/item/24297,
42641,Ettore Spinola,Spinola,,Ettore Spinola q. Carozio q. Napoleone,,,,44817,,,,,25677,0128e826-a2ee-4f8a-a017-695bb135799b,http://www.genoesemerchantnetworks.com/s/main/item/42641,
25298,Evangelista de Marini,de Marini,,,,,,44817,,,,,25278,64e2bf16-edb4-48d3-8b98-8f80c671c43b,http://www.genoesemerchantnetworks.com/s/main/item/25298,
31281,Exva de Mancremano,de Mancremano,Exva Iudeus de Mancremano,,44895,1418-08-21,1443-08-21,44817,,,,,,8cddd191-530c-44ac-adff-9f71f327217e,http://www.genoesemerchantnetworks.com/s/main/item/31281,
37185,Fabiano de Sancto Michele,de Sancto Michele,Fabiano de San Michele,,,1365,1390,44817,,,,,,17a60b31-9f5e-4ca5-a7af-3c06da29e7f9,http://www.genoesemerchantnetworks.com/s/main/item/37185,
44960,Fabiano di Negro,di Negro,Fabianus de Nigro,,,1357,1405,44817,,31356,,,,a8a354b0-d4b0-4e22-a65e-778552e93704,http://www.genoesemerchantnetworks.com/s/main/item/44960,"ASCGe, Manoscritti 54, fol. 143r: ""Fabiano consigliero 1382… console de Cattalani 1404… in libro instrumentorum Andrioli Caiti c. 49 testamento in scrittore delli di Bartolomeo 1405 in fogliazzetto penes me."""
24298,Fabiano Lomellini,Lomellini,,Fabiano Lomellini q. Federico q. Percivale,,,1343,44817,,,,24303,,ee2d3239-ad63-43fd-bac3-f3cd93af05c1,http://www.genoesemerchantnetworks.com/s/main/item/24298,
24299,Fabiano Lomellini,Lomellini,,Fabiano Lomellini q. Morvello q. Daniele,,,1388,44817,,,25487,24857 | 24261,24300 | 24203,7be78681-dba3-4771-9c7c-48207d7168d0,http://www.genoesemerchantnetworks.com/s/main/item/24299,
24300,Fabiano Lomellini,Lomellini,,Fabiano Lomellini q. Fabiano q. Morvello,,,1415,44817,,,,24299 | 25487,,72475185-b801-4ef6-afef-c63bd9896a62,http://www.genoesemerchantnetworks.com/s/main/item/24300,
24301,Fabiano Lomellini,Lomellini,,Fabiano Lomellini q. Martino q. Franco,,,1460,44817,,,,24837 | 23211,,60910b26-0dd3-4b2d-bc89-ebfc2fe7fbf4,http://www.genoesemerchantnetworks.com/s/main/item/24301,
23512,Fabio Gallerato,Gallerato,Fabio Gallerati,,,,,44817,,,24578,,,31ab23bc-9793-4277-8aae-6e138a932e23,http://www.genoesemerchantnetworks.com/s/main/item/23512,
23073,Fabrizio de Bargalio,de Bargalio,Fabrizio Bargagli quondam Stefano,Fabrizio de Bargalio q. Stefano,,1597,1622,44817,,,,,23074,9dbc2e65-6dd3-4a6f-af56-4c9f82966fd3,http://www.genoesemerchantnetworks.com/s/main/item/23073,
25422,Fabrizio Pallavicini,Pallavicini,,Fabrizio Pallavicini q. Tobia,,,1564,44817,,,,25437,25417,9e6bfc2e-9681-46cf-a6a9-fee7fa51342c,http://www.genoesemerchantnetworks.com/s/main/item/25422,
25660,Fabrizio Spinola,Spinola,,Fabrizio Spinola q. Tobia q. Girolamo,,,1588,44817,,,24799,25782,,18bfa1c6-2121-4497-b51a-194425bd4f79,http://www.genoesemerchantnetworks.com/s/main/item/25660,"See Battilana, famiglia Spinola, plate 88."
40783,Facino de Oliva,de Oliva,Facino de Oliva Petri civ[e] Ianue,,,1454,1481,44817,,31356,,38781,,823245ef-adbf-4bb1-a7dc-3fbf1176edeb,http://www.genoesemerchantnetworks.com/s/main/item/40783,
